Normal_prob,Malware_prob
0.35250586,0.64749414
0.35270548,0.6472945
0.35264277,0.6473572
0.34993148,0.6500685
0.35256654,0.64743346
0.35440582,0.6455942
0.3536117,0.6463883
0.3608365,0.6391635
0.35287356,0.64712644
0.3703034,0.6296966
0.35277063,0.6472294
0.34996563,0.65003437
0.35795146,0.64204854
0.3535722,0.6464278
0.35260576,0.64739424
0.35244906,0.64755094
0.36007655,0.63992345
0.37007195,0.62992805
0.35001504,0.64998496
0.35266078,0.6473392
0.35358566,0.64641434
0.36425304,0.63574696
0.35295117,0.64704883
0.3541094,0.6458906
0.34998024,0.65001976
0.3554803,0.6445197
0.36038822,0.6396118
0.35311967,0.6468803
0.36993694,0.63006306
0.35325396,0.64674604
0.34995037,0.6500496
0.35217565,0.64782435
0.36612338,0.6338766
0.3499635,0.6500365
0.35936958,0.6406304
0.35437822,0.6456218
0.35246986,0.64753014
0.3500182,0.6499818
0.3642788,0.6357212
0.353463,0.646537
0.3525861,0.6474139
0.35268223,0.64731777
0.35290354,0.64709646
0.3704474,0.6295526
0.3535537,0.6464463
0.36239803,0.637602
0.36134177,0.6386582
0.36886543,0.63113457
0.35301858,0.6469814
0.35244364,0.64755636
0.3499686,0.6500314
0.3546065,0.6453935
0.36256486,0.63743514
0.35935777,0.6406422
0.34999138,0.6500086
0.35990947,0.6400905
0.35269302,0.647307
0.36405206,0.63594794
0.35309714,0.64690286
0.3641718,0.6358282
0.37054312,0.6294569
0.35414368,0.6458563
0.35000622,0.6499938
0.3501218,0.6498782
0.3535269,0.6464731
0.35263342,0.6473666
0.3591944,0.6408056
0.35272658,0.6472734
0.36290777,0.63709223
0.3526051,0.6473949
0.35257852,0.6474215
0.37038308,0.6296169
0.35387188,0.6461281
0.35265064,0.64734936
0.36616933,0.63383067
0.3606425,0.6393575
0.35284114,0.64715886
0.35286278,0.6471372
0.3527122,0.6472878
0.364295,0.635705
0.352791,0.647209
0.3610723,0.6389277
0.35270202,0.647298
0.35759217,0.64240783
0.35245818,0.6475418
0.35282046,0.64717954
0.3585924,0.6414076
0.36949414,0.63050586
0.36610287,0.6338971
0.35001677,0.6499832
0.35268044,0.64731956
0.36413187,0.63586813
0.35307312,0.6469269
0.3533525,0.6466475
0.35572785,0.64427215
0.35300004,0.64699996
0.35368496,0.64631504
0.35328168,0.6467183
0.35930806,0.64069194
0.354042,0.645958
0.35335726,0.64664274
0.3527972,0.6472028
0.36002207,0.63997793
0.35455543,0.6454446
0.34997517,0.65002483
0.3609265,0.6390735
0.3615266,0.6384734
0.35010308,0.6498969
0.36102933,0.6389707
0.352861,0.647139
0.35255212,0.6474479
0.36089838,0.6391016
0.3526153,0.6473847
0.35263467,0.64736533
0.3529185,0.6470815
0.3657902,0.6342098
0.35589176,0.64410824
0.34995955,0.65004045
0.3524832,0.6475168
0.35266173,0.6473383
0.3543768,0.6456232
0.3592962,0.6407038
0.35417622,0.6458238
0.35263097,0.647369
0.34999764,0.65000236
0.35459834,0.64540166
0.35243177,0.6475682
0.3499797,0.6500203
0.35241878,0.6475812
0.35417318,0.6458268
0.35480517,0.6451948
0.35255796,0.64744204
0.3535807,0.6464193
0.35779035,0.64220965
0.3499701,0.6500299
0.35331082,0.6466892
0.34997195,0.65002805
0.35249704,0.64750296
0.35381067,0.64618933
0.35947037,0.64052963
0.35304624,0.64695376
0.36296165,0.63703835
0.35954833,0.64045167
0.35438812,0.6456119
0.3525988,0.6474012
0.36041075,0.63958925
0.35295016,0.64704984
0.36913103,0.630869
0.3551526,0.6448474
0.35252243,0.64747757
0.35277116,0.64722884
0.35300595,0.64699405
0.35911012,0.6408899
0.36465585,0.63534415
0.35311782,0.6468822
0.35222232,0.6477777
0.34994906,0.65005094
0.3644669,0.6355331
0.35273963,0.64726037
0.35367292,0.6463271
0.34998435,0.65001565
0.3531633,0.6468367
0.364677,0.635323
0.35378867,0.6462113
0.3529039,0.6470961
0.35297787,0.6470221
0.3526445,0.6473555
0.35373247,0.64626753
0.35010117,0.6498988
0.36514348,0.6348565
0.36415857,0.6358414
0.35388988,0.6461101
0.35002708,0.6499729
0.35384917,0.6461508
0.35274404,0.64725596
0.3528576,0.6471424
0.36618525,0.63381475
0.35218984,0.64781016
0.3631249,0.6368751
0.3528794,0.6471206
0.35347927,0.64652073
0.35401762,0.6459824
0.35733777,0.6426622
0.3643633,0.6356367
0.3644715,0.6355285
0.35786742,0.6421326
0.36183017,0.6381698
0.35958755,0.64041245
0.3526371,0.6473629
0.3525669,0.6474331
0.37003094,0.62996906
0.35294902,0.647051
0.35835958,0.6416404
0.36024153,0.63975847
0.3526759,0.6473241
0.36086017,0.63913983
0.35912246,0.64087754
0.3529979,0.6470021
0.36640614,0.63359386
0.35252488,0.6474751
0.35980862,0.6401914
0.3597384,0.6402616
0.36239618,0.6376038
0.35412854,0.64587146
0.35852516,0.64147484
0.35263854,0.64736146
0.35251766,0.64748234
0.35382843,0.64617157
0.35694414,0.64305586
0.3701691,0.6298309
0.35254514,0.64745486
0.35264236,0.64735764
0.3526258,0.6473742
0.3587861,0.6412139
0.35991293,0.64008707
0.35887337,0.64112663
0.35415548,0.6458445
0.35293758,0.6470624
0.34999996,0.65000004
0.35282594,0.64717406
0.35278267,0.64721733
0.36070126,0.63929874
0.3499884,0.6500116
0.35283226,0.64716774
0.36777765,0.63222235
0.349949,0.650051
0.35375696,0.64624304
0.35297382,0.6470262
0.35377133,0.6462287
0.3526485,0.6473515
0.36637235,0.63362765
0.35690528,0.6430947
0.36862165,0.63137835
0.3537041,0.6462959
0.35429776,0.64570224
0.35243392,0.6475661
0.35268718,0.6473128
0.3644485,0.6355515
0.35290593,0.6470941
0.36038476,0.63961524
0.35317522,0.6468248
0.3499896,0.6500104
0.3539825,0.6460175
0.3577698,0.6422302
0.353962,0.646038
0.35675943,0.6432406
0.35278136,0.64721864
0.37057894,0.62942106
0.3531162,0.6468838
0.3499534,0.6500466
0.35264033,0.64735967
0.35278112,0.6472189
0.37045383,0.62954617
0.37039047,0.6296095
0.3531617,0.6468383
0.3640436,0.6359564
0.3525129,0.6474871
0.35255587,0.6474441
0.35365617,0.6463438
0.35393643,0.64606357
0.3541882,0.6458118
0.35287178,0.6471282
0.3525613,0.6474387
0.3537593,0.6462407
0.3528936,0.6471064
0.352773,0.647227
0.36097527,0.63902473
0.3566823,0.6433177
0.3525681,0.6474319
0.36609787,0.63390213
0.35277689,0.6472231
0.36977643,0.6302236
0.35686857,0.64313143
0.35371304,0.64628696
0.35991794,0.64008206
0.3643328,0.6356672
0.3501166,0.6498834
0.35288757,0.6471124
0.3557405,0.6442595
0.35868174,0.64131826
0.35385817,0.6461418
0.35012037,0.64987963
0.3703087,0.6296913
0.3525957,0.6474043
0.3622164,0.6377836
0.35907048,0.6409295
0.37039065,0.62960935
0.3523764,0.6476236
0.35279483,0.6472052
0.35949695,0.64050305
0.35370034,0.64629966
0.3602215,0.6397785
0.36424512,0.6357549
0.3561949,0.6438051
0.36582935,0.63417065
0.36395693,0.6360431
0.35370988,0.6462901
0.35385472,0.6461453
0.36456037,0.63543963
0.35217237,0.6478276
0.35652488,0.6434751
0.3499635,0.6500365
0.36415797,0.635842
0.35360497,0.646395
0.36844683,0.6315532
0.35267973,0.6473203
0.3531438,0.6468562
0.36348587,0.6365141
0.3656745,0.6343255
0.3527853,0.6472147
0.3655672,0.6344328
0.36412758,0.6358724
0.36041772,0.6395823
0.35624135,0.64375865
0.36017764,0.63982236
0.36126685,0.63873315
0.3612432,0.6387568
0.35387832,0.6461217
0.37007564,0.62992436
