Web,Interactive,Video
0.999937805500625,2.4853208128284874e-06,5.970917856214805e-05
0.9999976962531376,5.515794631541627e-07,1.7521673994203083e-06
0.9999935615566956,9.235155297784919e-07,5.514927774755866e-06
0.0007470161503752628,5.549357529704482e-05,0.9991974902743277
0.9999991196115853,2.915761283654535e-07,5.888122864057222e-07
0.7185333615874865,0.00010919904600784004,0.2813574393665058
0.9999937904931717,3.4079310398891086e-07,5.868713724237082e-06
0.9999985723041753,4.2410676451608173e-07,1.0035890600817835e-06
0.999998636675122,4.080605108742687e-07,9.552643671706253e-07
0.9999992810804695,2.5585789884654735e-07,4.630616315957713e-07
0.9136516788912112,6.447053979304072e-05,0.08628385056899578
1.7387155543903791e-06,0.9999831880678135,1.5073216631907699e-05
0.0005557049394339141,0.0014828011686896948,0.9979614938918764
0.999973513376956,1.8593805273971336e-06,2.462724251656529e-05
0.9999950013333926,9.713639460196236e-07,4.027302661311066e-06
0.999998754753478,4.2316067360699206e-07,8.220858484363014e-07
0.9999973123069822,6.066024500913982e-07,2.081090567684382e-06
0.9999990347972608,3.1973828141219285e-07,6.454644577646024e-07
0.9999974672478904,6.063325689250348e-07,1.9264195405870434e-06
0.9999995646717575,1.7860151810945733e-07,2.5672672424148096e-07
0.9999986928149062,2.9498636312208224e-07,1.0121987306339197e-06
0.9999993692241531,2.2710190993940737e-07,4.0367393709404766e-07
2.8011447892378273e-06,0.9999670865961262,3.011225908454334e-05
0.9999974105516494,6.37550099844021e-07,1.9518982508479762e-06
0.9999993128935485,2.424962657479407e-07,4.4461018571389265e-07
0.00029960216520384317,8.128288281668596e-05,0.9996191149519794
0.9999935415023264,9.261919360199168e-07,5.532305737490551e-06
0.9999947965253464,4.5735011427675345e-07,4.746124539446525e-06
0.9999797645148389,1.9717775566687755e-06,1.8263707604481307e-05
0.9999865475069222,2.7074050207851196e-06,1.0745088057048638e-05
0.9999993989240334,3.308384861116362e-07,2.702374804762208e-07
0.9999984829341946,3.529741051798809e-07,1.1640917002395218e-06
0.9999986183527889,4.1559328530171645e-07,9.660539256659737e-07
0.9999954169535842,2.559479100595845e-07,4.3270985059021625e-06
0.9999986478325942,4.04523483687505e-07,9.476439220813427e-07
0.004007647839188246,0.003085421886181285,0.9929069302746304
0.9999994487027921,1.7990217968800156e-07,3.713950281921854e-07
0.999999391011803,1.8012251456255276e-07,4.288656823722248e-07
1.369657166598113e-06,0.999992932119622,5.6982232113963694e-06
1.1172873180327796e-06,0.9999927838703736,6.098842308189562e-06
2.6330606854172823e-05,6.2829000253519574e-06,0.9999673864931203
0.9999991970068354,2.4804579451580123e-07,5.549473699829065e-07
0.9999995029059436,2.2646716818390124e-07,2.706268882311155e-07
0.9999994852239121,2.264821365112614e-07,2.882939512751277e-07
0.9999970894254591,5.031049945839183e-07,2.4074695463561317e-06
0.9999995633431306,1.7506992191855225e-07,2.615869475053126e-07
0.9999423730517594,1.0883492186664418e-06,5.65385990219256e-05
0.9999973411675664,2.5419776335945794e-07,2.404634670341827e-06
0.9999967294753882,2.2787969896523456e-07,3.0426449126809245e-06
0.9998936342414948,6.849313064571028e-05,3.787262785950969e-05
0.9999995509387898,1.7854727421727896e-07,2.7051393585422414e-07
0.9999961311524264,7.355274952523497e-07,3.1333200784723025e-06
0.9917572453298303,0.00021791979806491828,0.008024834872104612
0.9999993989258771,3.3083747130886135e-07,2.702366515589195e-07
0.999998610876259,4.162678471821346e-07,9.728558938656817e-07
0.9999993987700588,3.307856592523935e-07,2.7044428194880263e-07
0.9999960910039446,2.720967694475757e-07,3.6368992859438875e-06
0.9999993985613045,3.3090004454241764e-07,2.7053865091978494e-07
0.001894654806360585,0.0005009390295657901,0.9976044061640735
0.9999988918490211,3.2985502734386465e-07,7.782959515818501e-07
0.0009974535882774156,3.0058315393476678e-05,0.9989724880963291
0.9999984890725665,4.2860995482864007e-07,1.0823174787698704e-06
0.999999506304846,1.798717487267894e-07,3.1382340530238314e-07
0.9999947263150185,3.0056220664446194e-07,4.973122774888335e-06
0.9999992446564915,2.8623942787135723e-07,4.6910408071761946e-07
0.9999995623269949,1.7539105968312314e-07,2.6228194522028665e-07
0.18863916339149467,0.002803308244045346,0.80855752836446
0.9999974042380726,6.001944691017845e-07,1.995567458152597e-06
0.9999962290993656,2.7211206413051564e-07,3.4987885701529895e-06
0.999996091560029,2.723459022524016e-07,3.6360940687786747e-06
0.9999994376128388,3.0999995319076303e-07,2.5238720794643944e-07
0.999997312540071,6.065546834244879e-07,2.080905245493866e-06
0.999999148217967,1.9410391732696273e-07,6.57678115729302e-07
3.820021186862679e-06,0.9999389428560741,5.723712273891874e-05
0.9999992006422499,3.1167634929045965e-07,4.876814007366566e-07
0.9999978631986168,4.758628617341525e-07,1.6609385213609238e-06
5.953686105180011e-05,0.9998619653430202,7.849779592800158e-05
0.11197909642934771,0.04962936795886942,0.8383915356117828
1.3384445778571137e-06,0.9999739258674989,2.473568792342983e-05
0.2789712962802418,0.0007175038830550272,0.7203111998367031
0.9999970815872603,1.8015892939315865e-07,2.738253810295265e-06
0.9999964348823274,2.4818077960699414e-07,3.316936893027816e-06
0.9999989512969747,4.199869968012917e-07,6.287160284781111e-07
0.999999440350709,3.0996432168687983e-07,2.496849692247968e-07
0.9999457309291754,4.2751913401639715e-05,1.1517157423098625e-05
0.9999987218637736,5.369206401877892e-07,7.412155861823976e-07
0.9999993989231111,3.3083954842661933e-07,2.7023734031122315e-07
0.9999994007227248,3.298681748479296e-07,2.694091003987078e-07
0.9999960637143536,2.2838982710450497e-07,3.707895819344615e-06
0.9999973431991873,1.6713058603451442e-07,2.4896702264994782e-06
0.9999872528375082,1.4944823012570816e-06,1.125268019041197e-05
0.9999986428493246,4.055089351079879e-07,9.516417401828133e-07
0.9999955327559137,1.0753199414419595e-06,3.3919241447504284e-06
2.208983004822362e-05,5.103811024100101e-06,0.9999728063589277
0.9999993272125546,2.408764551576505e-07,4.319109902624543e-07
0.9999990971916511,2.9163893370375783e-07,6.111694150687612e-07
7.4299265890809505e-06,0.9986032266055214,0.0013893434678896683
0.9999948723156139,9.221764384654348e-07,4.205507947645547e-06
0.999999334680776,2.3405539845756442e-07,4.3126382555810685e-07
0.999995466195673,7.356301860837755e-07,3.798174140925274e-06
0.9999989458927707,2.94960359109116e-07,7.591468700159202e-07
0.9999701528591188,2.0614332210633378e-05,9.232808670524301e-06
0.9999988699036221,3.268771217981782e-07,8.03219255917647e-07
0.9999922215483749,3.1310930975129473e-07,7.465342315453409e-06
0.9999994395923121,3.240514324653281e-07,2.3635625550897252e-07
0.9999989553911187,4.906143085367192e-07,5.539945728466481e-07
0.9999951009269181,6.263840648269522e-07,4.272689017156393e-06
0.9999733999940978,3.621753302958798e-06,2.297825259912833e-05
0.9999933027384534,1.6118111545810311e-06,5.085450391919611e-06
0.9999994483275761,1.8000474157699957e-07,3.7166768230780584e-07
0.9999854583819319,5.852108436241073e-07,1.3956407224546281e-05
0.9999989408999242,2.374074008628619e-07,8.216926748635686e-07
0.9999995001603084,2.2921886934055167e-07,2.706208221408167e-07
1.3215113594583e-05,0.9999733335199618,1.3451366443569728e-05
0.9999994742290845,1.796252720852717e-07,3.4614564331598547e-07
