session_time,%tcp_protocol,%udp_protocol,ul_data_volume,max_ul_volume,min_ul_volume,avg_ul_volume,std_ul_volume,%ul_volume,dl_data_volume,max_dl_volume,min_dl_volume,avg_dl_volume,std_dl_volume,%dl_volume,nb_uplink_packet,nb_downlink_packet,ul_packet,dl_packet,kB/s,nb_packet/s,output
4.998404026031494,99.74059662775616,0.2594033722438392,51301.0,471.0,54.0,55.7014115092291,21.72903507744374,2.27536629134943,2203325.0,5894.0,60.0,1582.84841954023,428.14857554793537,97.72463370865056,921.0,1392.0,39.81841763942931,60.18158236057069,451.06917893351465,462.7477066587626,1.0
4.9818971157073975,99.95455922447744,0.0454407755225689,131683.0,471.0,54.0,54.640248962655605,13.466270084620916,1.9232679152823289,6715153.0,10274.0,60.0,1601.5151442880992,676.6847432294791,98.07673208471768,2410.0,4193.0,36.49856126003332,63.50143873996668,1374.343114877392,1325.3987078900998,1.0
2.239241123199463,8.447937131630649,91.55206286836936,18231.0,881.0,54.0,130.22142857142856,137.18988929423045,1.6209900923193468,1106452.0,1514.0,60.0,1260.1958997722095,198.7929949772881,98.37900990768064,140.0,878.0,13.7524557956778,86.2475442043222,502.260783060752,454.6183032515344,2.0
1.483100175857544,99.61315280464216,0.3868471953578336,39125.0,462.0,54.0,55.1056338028169,17.090610486611112,3.836687063622813,980635.0,7446.0,60.0,1166.0344827586207,599.1729021465062,96.16331293637718,710.0,841.0,45.77691811734365,54.22308188265635,687.5867298784211,1045.7823586348077,1.0
0.6701500415802002,99.51980792316928,0.4801920768307323,22806.0,458.0,54.0,55.76039119804401,21.94302550866767,4.378082328527029,498107.0,9558.0,60.0,1174.7806603773586,686.2787456917308,95.62191767147296,409.0,424.0,49.09963985594238,50.90036014405762,777.3080171295636,1243.0052201978574,1.0
2.854811906814575,100.0,0.0,364.0,110.0,74.0,91.0,19.697715603592208,13.751416698148848,2283.0,1466.0,74.0,456.6,583.0006861059428,86.24858330185116,4.0,5.0,44.44444444444444,55.55555555555556,0.9272064452587864,3.152571971034785,1.0
0.5759429931640625,98.76543209876544,1.2345679012345678,8576.0,463.0,54.0,59.144827586206894,37.47406127175481,0.8395702293252405,1012899.0,40934.0,60.0,5658.653631284917,5137.061397404457,99.16042977067475,145.0,179.0,44.75308641975309,55.24691358024691,1773.569627765267,562.5556762485097,1.0
0.2038111686706543,89.33333333333333,10.666666666666666,3543.0,465.0,54.0,93.23684210526316,97.5021646912924,4.4940257236358105,75295.0,16758.0,60.0,2035.0,3567.301867113451,95.5059742763642,38.0,37.0,50.66666666666666,49.333333333333336,386.8188407643014,367.9876843314468,1.0
4.938714027404785,14.285714285714286,85.71428571428571,35175.0,1435.0,74.0,314.0625,405.058493857302,23.05257363060831,117411.0,1466.0,74.0,729.2608695652174,563.3140611787878,76.94742636939169,112.0,161.0,41.02564102564103,58.97435897435897,30.89589701960968,55.27754765413237,1.0
0.483104944229126,97.79005524861878,2.209944751381216,5457.0,459.0,54.0,62.72413793103448,48.82043263986449,2.6428325818590395,201026.0,40934.0,60.0,2138.574468085106,4468.041589436306,97.35716741814096,87.0,94.0,48.06629834254144,51.93370165745856,427.4081697289972,374.6597963074369,1.0
