,precision,recall,f1-score,support
0.0,1.0,0.899671052631579,0.9471861471861472,608.0
1.0,0.9088191330343797,1.0,0.9522317932654659,608.0
accuracy,0.9498355263157895,0.9498355263157895,0.9498355263157895,0.9498355263157895
macro avg,0.9544095665171899,0.9498355263157895,0.9497089702258066,1216.0
weighted avg,0.9544095665171897,0.9498355263157895,0.9497089702258066,1216.0
